answer,query_text,program_text,filename
rectangle,What is the shape of the closest object to the red object?,filter red <nxt> relate closest <nxt> query shape,15.jpg
yes,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,15.jpg
yes,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,15.jpg
no,Is there a orange object on the top?,filter orange <nxt> query position <nxt> isTop,15.jpg
no,Is there a red object on the top?,filter red <nxt> query position <nxt> isTop,15.jpg
yes,Is there a gray object on the left?,filter gray <nxt> query positions <nxt> isLeft,15.jpg
yes,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,15.jpg
yes,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,15.jpg
circle,What is the shape of the green of the object?,filter green <nxt> query shape,15.jpg
yes,Is there a green object on the left?,filter green <nxt> query positions <nxt> isLeft,15.jpg
rectangle,What is the shape of the gray of the object?,filter gray <nxt> query shape,15.jpg
circle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,16.jpg
circle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,16.jpg
rectangle,What is the shape of the farthest object to the red object?,filter red <nxt> relate farthest <nxt> query shape,16.jpg
4,How many objects of the shape as that of the yellow are there?,filter yellow <nxt> query shape <nxt> filter <nxt> count,16.jpg
rectangle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,16.jpg
4,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,16.jpg
rectangle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,16.jpg
rectangle,What is the shape of the closest object to the blue object?,filter blue <nxt> relate closest <nxt> query shape,16.jpg
4,How many objects of the shape as that of the green are there?,filter green <nxt> query shape <nxt> filter <nxt> count,16.jpg
4,How many objects of the shape as that of the green are there?,filter green <nxt> query shape <nxt> filter <nxt> count,16.jpg
rectangle,What is the shape of the red of the object?,filter red <nxt> query shape,16.jpg
circle,What is the shape of the blue of the object?,filter blue <nxt> query shape,16.jpg
no,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,16.jpg
no,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,16.jpg
rectangle,What is the shape of the green of the object?,filter green <nxt> query shape,16.jpg
no,Is there a gray object on the top?,filter gray <nxt> query position <nxt> isTop,16.jpg
no,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,16.jpg
no,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,16.jpg
no,Is there a gray object on the left?,filter gray <nxt> query positions <nxt> isLeft,16.jpg
yes,Is there a yellow object on the left?,filter yellow <nxt> query positions <nxt> isLeft,16.jpg
3,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,17.jpg
rectangle,What is the shape of the closest object to the red object?,filter red <nxt> relate closest <nxt> query shape,17.jpg
rectangle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,17.jpg
rectangle,What is the shape of the farthest object to the green object?,filter green <nxt> relate farthest <nxt> query shape,17.jpg
3,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,17.jpg
rectangle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,17.jpg
circle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,17.jpg
rectangle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,17.jpg
circle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,17.jpg
circle,What is the shape of the closest object to the green object?,filter green <nxt> relate closest <nxt> query shape,17.jpg
circle,What is the shape of the yellow of the object?,filter yellow <nxt> query shape,17.jpg
no,Is there a green object on the left?,filter green <nxt> query positions <nxt> isLeft,17.jpg
yes,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,17.jpg
no,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,17.jpg
rectangle,What is the shape of the green of the object?,filter green <nxt> query shape,17.jpg
rectangle,What is the shape of the gray of the object?,filter gray <nxt> query shape,17.jpg
circle,What is the shape of the orange of the object?,filter orange <nxt> query shape,17.jpg
yes,Is there a gray object on the left?,filter gray <nxt> query positions <nxt> isLeft,17.jpg
circle,What is the shape of the orange of the object?,filter orange <nxt> query shape,17.jpg
yes,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,17.jpg
4,How many objects of the shape as that of the green are there?,filter green <nxt> query shape <nxt> filter <nxt> count,18.jpg
4,How many objects of the shape as that of the yellow are there?,filter yellow <nxt> query shape <nxt> filter <nxt> count,18.jpg
circle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,18.jpg
4,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,18.jpg
circle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,18.jpg
rectangle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,18.jpg
circle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,18.jpg
4,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,18.jpg
circle,What is the shape of the farthest object to the red object?,filter red <nxt> relate farthest <nxt> query shape,18.jpg
2,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,18.jpg
yes,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,18.jpg
no,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,18.jpg
no,Is there a red object on the top?,filter red <nxt> query position <nxt> isTop,18.jpg
no,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,18.jpg
circle,What is the shape of the yellow of the object?,filter yellow <nxt> query shape,18.jpg
circle,What is the shape of the green of the object?,filter green <nxt> query shape,18.jpg
no,Is there a yellow object on the left?,filter yellow <nxt> query positions <nxt> isLeft,18.jpg
no,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,18.jpg
rectangle,What is the shape of the gray of the object?,filter gray <nxt> query shape,18.jpg
no,Is there a gray object on the top?,filter gray <nxt> query position <nxt> isTop,18.jpg
rectangle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,19.jpg
rectangle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,19.jpg
circle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,19.jpg
rectangle,What is the shape of the closest object to the red object?,filter red <nxt> relate closest <nxt> query shape,19.jpg
rectangle,What is the shape of the farthest object to the red object?,filter red <nxt> relate farthest <nxt> query shape,19.jpg
2,How many objects of the shape as that of the yellow are there?,filter yellow <nxt> query shape <nxt> filter <nxt> count,19.jpg
rectangle,What is the shape of the closest object to the blue object?,filter blue <nxt> relate closest <nxt> query shape,19.jpg
rectangle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,19.jpg
4,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,19.jpg
2,How many objects of the shape as that of the yellow are there?,filter yellow <nxt> query shape <nxt> filter <nxt> count,19.jpg
yes,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,19.jpg
yes,Is there a gray object on the left?,filter gray <nxt> query positions <nxt> isLeft,19.jpg
yes,Is there a green object on the left?,filter green <nxt> query positions <nxt> isLeft,19.jpg
yes,Is there a gray object on the top?,filter gray <nxt> query position <nxt> isTop,19.jpg
no,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,19.jpg
circle,What is the shape of the red of the object?,filter red <nxt> query shape,19.jpg
yes,Is there a orange object on the top?,filter orange <nxt> query position <nxt> isTop,19.jpg
no,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,19.jpg
yes,Is there a gray object on the top?,filter gray <nxt> query position <nxt> isTop,19.jpg
circle,What is the shape of the red of the object?,filter red <nxt> query shape,19.jpg
3,How many objects of the shape as that of the yellow are there?,filter yellow <nxt> query shape <nxt> filter <nxt> count,20.jpg
rectangle,What is the shape of the farthest object to the red object?,filter red <nxt> relate farthest <nxt> query shape,20.jpg
circle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,20.jpg
circle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,20.jpg
circle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,20.jpg
circle,What is the shape of the farthest object to the green object?,filter green <nxt> relate farthest <nxt> query shape,20.jpg
rectangle,What is the shape of the closest object to the red object?,filter red <nxt> relate closest <nxt> query shape,20.jpg
3,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,20.jpg
